count,hate_count,offensive_count,neither,label,tweet
3,0,3,0,Offensive Language,how he move in a room full of nos how he stay faithful in a room full of hoes
3,0,0,3,Neutral,how is angry birds the movie going to work theyre just floating bird heads
3,0,0,3,Neutral,how is that not a yellow on ronaldo for full on body bumping the ref
3,1,0,2,Neutral,how long after the redskins change their nsme will all memorabilia wredskind name be deemef racist and therefore illegal any thoughts
3,0,1,2,Neutral,how long are they going to let the fools in ferguson continue stop pussy footin amp disperse them by whatever means necessary
3,0,0,3,Neutral,how many yankees players have k hits you have to put derekjeter in the conversation for best yankee ever his numbers demand it
3,0,3,0,Offensive Language,how many times you hoes look at my picture a day
3,0,3,0,Offensive Language,how mich time the p o p hold it down nigga bitch catch
3,1,2,0,Offensive Language,how my bestf gon call me  people  like ima regular niggah to her now smh
3,0,1,2,Neutral,how now gungho
6,1,5,0,Offensive Language,how she stay faithful with a room full of hoes
3,0,3,0,Offensive Language,how tf you act like a bitch
3,0,1,2,Neutral,how the hell was david murphys hit not a home run clearly over the yellow line  another umpire mess up smh
3,1,2,0,Offensive Language,how this ugly ass nigga gets more pussy than me
3,0,3,0,Offensive Language,"how u know u dont get real life pussy only carin bout her enterin your dms 
rt  she can enter my dms anytime"
3,0,3,0,Offensive Language,how yall associate or even entertain that bitch ass nigga is beyond my comprehension
3,0,3,0,Offensive Language,how you cry like a bitch every time me other chiefs fans have friendly debates
3,0,3,0,Offensive Language,how you fucc for cash but u not a hoe  and how im going to respect u if your poccets broke
3,1,2,0,Offensive Language,how you gone wife a bitch that let niggas lick on her head in public
3,0,3,0,Offensive Language,how you gonna use my name while you talmbout pussy tastes lol
4,1,3,0,Offensive Language,how you just gon start some mess and try to break up that man home for  racks ill kill that hoe for breezy fam
3,0,3,0,Offensive Language,how you like them apples you pineapple bitch
3,0,2,1,Offensive Language,how you livin hoe
3,0,3,0,Offensive Language,how you look like big bad mama but make fun of a pretty bitch wow where they do that at
3,0,3,0,Offensive Language,how you rap but cant getcho bitch to rt ya music put the mic down bro
3,0,3,0,Offensive Language,how you stay faithful in a room full of hoes
3,0,3,0,Offensive Language,how you unblock bitches on here
3,0,3,0,Offensive Language,hows this bitch wearing high heals right now
6,0,6,0,Offensive Language,hows work bitch
3,0,3,0,Offensive Language,hugh heffner gonna be on life support still gettin pussy
3,0,3,0,Offensive Language,hugh hefner has lived the life that most of us men only dream of the man is  and still gettin all the pussy he wants
3,0,0,3,Neutral,hugs or kisses  hugs it gives you a warm fuzzy feeling
3,0,2,1,Offensive Language,hull all yuh mudda cunt rt  six strikers set for the clasico
3,0,2,1,Offensive Language,humble personality not a hoe rt   best nonphysical feature the opposite sex can have
3,0,2,1,Offensive Language,hungry as ferkin nips
3,0,3,0,Offensive Language,hungry then a hoe
3,0,3,0,Offensive Language,hunkie is resorting to dick kicks
3,0,3,0,Offensive Language,hunnit hoes in the house amp they all fckn watch dog ass kb ball again ion see a bih cause they broke as hell  places ain goin broke or jail
3,0,3,0,Offensive Language,hurry up nigga this the last key they dont kno where the fiberglass safe at to get in that bitch you need a glass key
3,0,3,0,Offensive Language,hurry up nigga this the last key they dont know where the fiberglass safe at to get in that bitch you need a glass key
3,0,3,0,Offensive Language,hustling aint for everybody either  jus like certain niccas cant hoop or play football certain niccas cant hustle
3,0,3,0,Offensive Language,hypocritical little bitch
3,0,3,0,Offensive Language,i confessgt degenerateartist and rebelscience is the walrus who sneaks pussy in the nightgt i am artist paints your wife with bastardsgt
4,1,3,0,Offensive Language,i dont fuck wit youuuuuuuu you lil stupid ass bitch
3,1,2,0,Offensive Language,i fucken cant stand little cunts that write a damn essay on how the feel about something on facebook gross
3,0,1,2,Neutral,i i havent watched a single episode of lhhny however im watching the reunion this coon shit i mean the levels of ratcheticity
3,0,2,1,Offensive Language,i listen to based god one time now im based no bitch stfu your like  stay outa the based game
3,0,1,2,Neutral,"i love my  amp  but most days they remind me why birth control is important later in life

i miss my baby bird come home"
3,0,3,0,Offensive Language,"i was down for a minute  them bitches left a nigga 
them hoes forgot about me  like they neva met a nigga"
3,0,3,0,Offensive Language,i absolutely love my shanti regardless what we go through thats my bitch
3,0,3,0,Offensive Language,i actually get on with erin and think shes really nice bit youre so two faced and bitch about her all the time nasty
3,0,2,1,Offensive Language,i actually just hate the bitches on here
3,1,2,0,Offensive Language,i adopted these bitches
6,1,5,0,Offensive Language,i aint finna sleep bitch its  oclock when you finish noddin meet me at the top
3,0,3,0,Offensive Language,i aint neva care what ah bitch had to say bout me
3,0,3,0,Offensive Language,i aint a killer but dont push me revenge is like the sweetest joy next to getting pussy
3,0,3,0,Offensive Language,i aint afraid to cut a bitch or open a package or somethin gangsta
3,2,1,0,Hate Speech,i aint been to the fair since i was like  and i havent wanted to go since then either for some reason too many niggers for me
3,1,2,0,Offensive Language,i aint bout to listen to this nigga rap about eating pussy
3,0,3,0,Offensive Language,i aint buying no pussy i got too many followers for that
3,0,3,0,Offensive Language,i aint cuffing no bitch thats out here posting sex gifs but maybe im just different
3,0,3,0,Offensive Language,i aint cutting my hair for u hoes at hc
3,0,3,0,Offensive Language,i aint dont turnin up bitch
3,0,3,0,Offensive Language,i aint even know white girls had good pussy like dat eitha lbvs they winnin too
3,0,3,0,Offensive Language,i aint fenna be locked up  hours a day beating my dick for a guilty mf who out here fucking free world pussy
6,0,6,0,Offensive Language,i aint going to movies hoe we straight sexing
3,0,3,0,Offensive Language,i aint got no hoes
3,0,3,0,Offensive Language,i aint got no pussy or weed im on that bitch suck my dick diet
3,0,3,0,Offensive Language,i aint got no type bad bitches is the only thing i like
3,0,3,0,Offensive Language,i aint got time for a hoe tell her hop in the whip amp shut the cadillac doe
3,0,3,0,Offensive Language,i aint no bitch no more i got my license d
3,0,3,0,Offensive Language,i aint really trippin about the money yo that shit constantly comes like a bitch pussy
3,0,3,0,Offensive Language,i aint stressin you hoes know dat
3,0,3,0,Offensive Language,i aint talking onna phone butch we straight texting ion wanna go to the movies bitch we sexin
3,0,3,0,Offensive Language,i aint trying to fuck bitch i just want wings
6,0,6,0,Offensive Language,i aint mad at you bitches thats what hoes do
3,0,3,0,Offensive Language,i aint mad at you thats what hoes do
3,0,3,0,Offensive Language,i aint never had a prob with no other bitch over a nigga if thts yo nigga cool im older enough too go find me another
3,0,3,0,Offensive Language,i aint no killa but dont push me revenge is the sweetest joy next to gettin pussy
3,0,3,0,Offensive Language,i aint saying you a bitch but you be acting like a female dog
3,0,3,0,Offensive Language,i almost beat that bitch up
3,1,2,0,Offensive Language,i almost blacked out little cunt was disrespecting my turtle and we dont disrespect gorilla
3,0,3,0,Offensive Language,i almost ran this fine red bitch over
3,0,0,3,Neutral,i almost stepped on a bird running around the floor ah they are so creepy
3,0,3,0,Offensive Language,i almost was nice once then i realized people need to toughen up and stop being such emotional bitches
3,0,3,0,Offensive Language,i already done been exposed on facebook by some hoe
3,0,3,0,Offensive Language,i already know im about to buy so many bitches drinks tonight that ill never fuck but lifes all about hits and misses gotta take chances
6,2,4,0,Offensive Language,i already know wilson gone hoe later on let me gone get my ammo
3,2,1,0,Hate Speech,i already know you trash if being tatted is on the list of things you want in a nigga
3,0,1,2,Neutral,i also had a dream that i went to the fob show and fob was rude to me and  was getting badly hit on by some creep
3,0,3,0,Offensive Language,i always felt funny about a chick calling me daddyit sound sexy and all but bitch you need to go and find your dad
3,0,2,1,Offensive Language,i always listen to ghetto ass rap when i get ready for football games
3,0,3,0,Offensive Language,i always look like such a bitch
3,0,3,0,Offensive Language,i always love when  and i vent about bitches
3,0,0,3,Neutral,i always soprised dat i has mo while followers den colored
3,0,3,0,Offensive Language,i always wanted a bull dog them hoes clean fuck a pit
3,0,0,3,Neutral,i am a yankee by birth and lived much of my life in north i see no diff in level of racism
3,0,0,3,Neutral,i am a celestial body hello
3,0,0,3,Neutral,i am currently using a yellow marker that is literally called spanish orange for this drawing of   absolute perfection
3,0,1,2,Neutral,i am extremely sad to have to admit that some of the best st century arabic rhymes have been written by jihadis
3,0,3,0,Offensive Language,i am for equality in the law for all people white black red yellow and blue homos heteros well i draw the line
3,0,3,0,Offensive Language,i am hungrier den a bitch
3,0,3,0,Offensive Language,i am legend in this bitch
3,0,3,0,Offensive Language,i am not your side bitch no more
3,0,3,0,Offensive Language,i am out i cant listen to joe bitch about things he did himself and tell half truths msnbc your viewers deserve better morningjoe
3,1,2,0,Offensive Language,i am so damn done dealing with hoes with kids puerto rican dominican i dont care
3,0,3,0,Offensive Language,i am such a daddys girl its crazy i will drop a bitch in a second over my dad bro
3,0,3,0,Offensive Language,i am such a little bitch today
3,0,3,0,Offensive Language,i am such a pussy
3,1,2,0,Offensive Language,i am the real vampire nigger
3,0,3,0,Offensive Language,i am what u said i am but am aint no bitch
3,0,3,0,Offensive Language,i approve this message   good pussy is a mufucka
3,0,3,0,Offensive Language,i asked my two best friends to describe me in three words i get back boss ass bitch and short feisty and mexican i love my friends
3,0,0,3,Neutral,i asked the name of the bird ancient egyptians used as the sun of god heru horusthe pheonix firebird
3,0,0,3,Neutral,i ate a monkey andnowihaveebola
3,0,3,0,Offensive Language,i b so quick to dub a bitch its sad
3,0,3,0,Offensive Language,i b tryna remind these bitches  i knew u b dis social network fame
3,0,3,0,Offensive Language,i based niggas on how they bitch look
3,0,3,0,Offensive Language,i be chillin wit the bitches cuz a lotta niccas fake
3,0,3,0,Offensive Language,i be damn if i go ova dea n get my ass blown up i kno wat it look like bitch i play call of duty frequently
3,0,3,0,Offensive Language,i be drippin in so much damn sauce got bitches ready to lick it off
3,0,0,3,Neutral,i be jamming skid rowkixcinderelladamn yankeesbon jovidef leppardwhitesnakeextremevinnie vincent invasionrattscorpions etc
3,0,3,0,Offensive Language,i be joked out at half the broads on here that brag about how good they pussyhead game is
3,0,3,0,Offensive Language,i be like nigga yous a real mark ass bitch for that lol
3,0,3,0,Offensive Language,i be like bitch please lol
3,0,3,0,Offensive Language,i be lonely i have no hoes
3,0,3,0,Offensive Language,i be lying in got theses bitches like u on my fuckin mind but i be really focus just on this money
3,0,3,0,Offensive Language,i be out that bitch with the quickness
3,1,2,0,Offensive Language,i be ready to tell a bitch shut da fuck up lol
3,2,1,0,Hate Speech,i be sayin im done drinkin everyday but then one of my friends hit me up like i gotta case and only faggots turn down free beer
3,0,3,0,Offensive Language,i be seein you bitches in the whip wit your boyfriend but he be lookin like your dad so i be eye ballin then here comes ole salty ass bf
3,0,3,0,Offensive Language,i be stalking hoes
3,0,3,0,Offensive Language,i be teaching bitches how to clear the bong mon
3,1,2,0,Offensive Language,i be telling mcgirt music aint enoughyou gotta have a non music related agendathem crackers want to sell something with your face
3,1,2,0,Offensive Language,i be try a log on to ig an like pics but bitches dont be posting no pics
3,0,3,0,Offensive Language,i be using these fufu bitches
3,0,3,0,Offensive Language,i be waiting for a bitch to sneak diss  im ing idc
3,0,3,0,Offensive Language,i be waking niccas up lol
3,2,1,0,Hate Speech,i be waking up on some new shit like fuck that bitch shit
3,0,3,0,Offensive Language,i beat that pussy up up up up
6,0,5,1,Offensive Language,i beat the pussy up yg
3,0,3,0,Offensive Language,i become more of a bitch day by day
6,0,6,0,Offensive Language,i been getting bitches my whole life i been getting money my whole life
6,0,5,1,Offensive Language,i been getting money i aint worried bout a hoe
3,0,3,0,Offensive Language,i been getting money i aint worried bout a hoe
3,0,3,0,Offensive Language,i been getting money i aint worried about a hoe
6,1,5,0,Offensive Language,i been goin thru some shit from my niggas to my bitch they lookin like they wanna switch
3,1,2,0,Offensive Language,i been in atlanta  mins nd got  bad hoes numbers
3,1,2,0,Offensive Language,i been in this hospital since  im just tryna stay awake for more hrs then i can sip this dusse and party with the rest of the coons
3,0,3,0,Offensive Language,i been slackin on the ice game i needa cop a watch  so i can fuck me a instagram hoe amp press block
3,0,2,1,Offensive Language,i been thugging theses hoes since preschool
3,0,0,3,Neutral,"i been to mushroom mountain
once or twice but whos countin
but nothin compares
to these blue amp yellow purple pills"
3,0,3,0,Offensive Language,i been way to consistent on niggas  im have to drop some trash to get appreciated
3,0,3,0,Offensive Language,i been with the same stud for a yearthat bitch her attitude nasty
3,0,3,0,Offensive Language,i beg to differ on that lip bittin shit dis bitch bit my lip nd tried to suck my blood aint shit sexy about that
6,1,5,0,Offensive Language,i bent yo bitch over thats why you mad these niggas broke thats why i laugh
3,0,3,0,Offensive Language,i bet he rey go crazy ona bitch jack llab
3,0,3,0,Offensive Language,i bet if we took a twitter cencus itd be at least  basic ass bitches
3,0,3,0,Offensive Language,i bet that nigga  got charged for murder for tha intro of gucci vs guwop cause straight killed that hoe freegucci freeradric
3,0,3,0,Offensive Language,i bet these bitches trying to set me up
3,0,3,0,Offensive Language,i bet u john elway gets way more pussy than john dorsey
3,0,3,0,Offensive Language,i bet we are gonna see  game loan player reviews too just because people are that much of a cunt
3,2,1,0,Hate Speech,i bet you think you a nochill savage huh fucking faggot
3,0,3,0,Offensive Language,i bitch a lot but its coo
3,0,2,1,Offensive Language,i bitch can tell that im addicted to pussy she lookin pass it
3,1,2,0,Offensive Language,i bought a  and went back to the neighborhood and busted that bitch
3,0,3,0,Offensive Language,i bought him a sumblime shirt for his birthday too  i kinda wanna be a cunt and ask for it back lol indiangiver
3,0,3,0,Offensive Language,i bought hummus and broccoli i just need snacks and shit rt  i need to buy crackers and shit
3,0,3,0,Offensive Language,i broke baby outta his thug stage n turned him into a pussy   it was hard but i did it  now he show more feelings than a lit bit
3,0,3,0,Offensive Language,i called at least  times to make my hair appointment and these bitches dont pick  guess i have to stop in to make an appointment grrr
3,0,3,0,Offensive Language,i called in to work n bitch said they might not want me to go back
3,0,3,0,Offensive Language,i can be a bitch and im fine with that
3,0,3,0,Offensive Language,i can be very vengeful dont be a cunt
3,0,3,0,Offensive Language,i can fuck yo bitch and you cant
3,0,3,0,Offensive Language,i can guarantee that  out of  of yalls bitches follow me
3,0,0,3,Neutral,i can hear birds outside
3,0,0,3,Neutral,i can hear my mom playing flappy bird in the living room
3,0,0,3,Neutral,i can hear the birds chirpin
3,0,1,2,Neutral,i can jig but i cant jig jig  like that new jigging got so much in it that you could do you really gotta be in shape for it
6,1,5,0,Offensive Language,i can just set that hoe on fire
3,0,3,0,Offensive Language,i can make a bitch famous
3,0,3,0,Offensive Language,i can make a dike say she leavin that lady i can make a lady say she leavin that pussy ass nigga that gave her that baby
6,0,6,0,Offensive Language,i can neva count my stash cause i always lose count i can neva keep no bitch cuz i put them hoes out
3,0,3,0,Offensive Language,i can not amp will not fuck with theses dawg ass hoes no more
3,0,3,0,Offensive Language,i can see ya hoes amp all of em nothin
3,0,3,0,Offensive Language,i can taste loud n pussy on my tongue
3,0,2,1,Offensive Language,i can tell when certain and specific people are posting on a groupcorporate fbtwitter page by the consistent retarded hashtags makeshitup
3,0,2,1,Offensive Language,i can turn a hoe into a housewife cause i know how to love thats all their missing
3,0,3,0,Offensive Language,i cant stand an ex that wont let go like bitch get a life aint nobody stuntin yo ass
6,0,6,0,Offensive Language,i cant argue with a bitch over a nigga
3,0,3,0,Offensive Language,i cant believe im jealous all i can think is what goddamn bitch was in your room to take a pic of you in bed with your shirt off
3,0,3,0,Offensive Language,i cant believe that someone announced before the movie to the crowd that they came for the bitches
3,0,3,0,Offensive Language,i cant believe these ghetto fucks left this little kid next to me hes now playing with fucking everything odds of his survival minimal
9,3,6,0,Offensive Language,i cant believe this nigga told me to put nutella on a bitch before you eat her out wildnigga
3,2,1,0,Hate Speech,i cant blow bubbles or whistle im basically retarded
3,0,3,0,Offensive Language,i cant entertain these hoes or these broke niggas
3,0,3,0,Offensive Language,i cant even be away from my phone that long karlie right she is a crazy bitch
3,0,0,3,Neutral,i cant even find it in me to mock anymore this is scary this mass ignorance is terrifying rt  yes alas i agree
3,0,3,0,Offensive Language,i cant ever eat roast beef anymore without thinkin bout dark skin twat thanks a lot twitterig
3,0,3,0,Offensive Language,i cant express how much i hate sam he is by far hands down no questions asked my least favorite character  so bitch made freaksandgeeks
3,2,1,0,Hate Speech,i cant fuck a scary hoe
3,2,1,0,Hate Speech,i cant fuck any ol bitch niggas be desert dicks out here
3,0,3,0,Offensive Language,i cant fuck with girls that talk about their pussy on social media
3,0,3,0,Offensive Language,i cant fuck with hoe niggas i cant trust these hoes niether
3,0,3,0,Offensive Language,i cant fuck with you no mo hoe and im sorry
3,0,3,0,Offensive Language,i cant handle when people give me an attitude i dead them so quick like why do you have to be a nasty bitch
3,1,2,0,Offensive Language,i cant never be no bitch nigga  thats how you get treated like a bitch
3,0,0,3,Neutral,i cant play flappy bird it makes me angry
3,0,0,3,Neutral,i cant sleep so ima watch spongebob and eat crackers and peanut butter
3,0,3,0,Offensive Language,i cant stand a fag bitch like fucc get out there amp make the money
3,0,3,0,Offensive Language,i cant stand a snobby stuck up bitch
6,1,5,0,Offensive Language,i cant stand this fat bitch next to me with her hairy ass legs kiss imik
3,0,3,0,Offensive Language,i cant stand to see my ex with another ugly bitch
3,0,3,0,Offensive Language,i cant take yo bitch if i cant see yo bitch
3,0,3,0,Offensive Language,i cant take you hoes serious because she everything a nigga need in a woman some of yall just look good amp thats it
3,0,0,3,Neutral,i cant take you serious if you wear colored contacts
3,0,3,0,Offensive Language,i cant talk to anyone but you can go answer littlephone calls from your little bitches on the low in the bathroom foh
3,1,2,0,Offensive Language,i cant tell if i want to fuck you or if i want to slit your throat
3,1,2,0,Offensive Language,i cant tell you the last time i seen  niggaz have a fight but i see bitches fight on video daily
3,0,3,0,Offensive Language,i cant trust a bitch
3,0,0,3,Neutral,i cant wait to post the designs of my new walkout shirts sweaters and hats should have the official mock up done tomorrow theyre sexy
3,0,3,0,Offensive Language,i cant wait to turnup with my bitches  i miss them
4,1,1,2,Neutral,i cant wait to watch the saints put their weiner right in the cowboys butts  dallas is trash
3,0,0,3,Neutral,i cant watch charlie st cloud because i cry like a little baby every single time
3,0,3,0,Offensive Language,i cant with these second class bitches
6,0,6,0,Offensive Language,i cant with this disrespect ass bitches
3,0,3,0,Offensive Language,"i cannot be worried bout no bitch
cause i know a bitch could be somewhere sucking a dick ayeeee"
3,0,1,2,Neutral,i cannot express how infinitely better the book is to this trash
3,1,2,0,Offensive Language,i cant fuc wit no bitch thats addicted to drugz
3,0,3,0,Offensive Language,i chase bread over hoes cause i never met a dollar i aint like facts
3,0,3,0,Offensive Language,i cheated on  of the bitches i had tf lol nobody even wanted to be all committed and shit
3,0,2,1,Offensive Language,i come wit the rocks on yu can get popped on light yellow chevy same color as popcorn
3,0,1,2,Neutral,i confess im autistic or something i thought aerosmith dreamon was ledzeppelin until like yesterday retarded
6,0,6,0,Offensive Language,i copped a uzi but i need some bullets for that bitch
3,0,3,0,Offensive Language,i could never bring myself to fw a bitch or nigga that wears everybody else shit like um no your broke amp bummy ya fuccing boof
3,0,3,0,Offensive Language,i could b out here like some of these chicksin the streets slingin pussy for a couple dollars but im not
3,0,3,0,Offensive Language,i could blank all you sons of bitches out getatme goofy fuckmongo naynayismongo
3,0,0,3,Neutral,i could go for a brownie right now
3,0,3,0,Offensive Language,i could have so many bitches right now lately they been loving flee
3,0,3,0,Offensive Language,i could say my name butttttttt ya bitch already knows it
6,0,6,0,Offensive Language,i coulda sworn i was the last bitch on tunchi ig
3,0,3,0,Offensive Language,i couldnt have no mama joyce at my wedding what a grumpy ass bitch
3,0,1,2,Neutral,i couldnt press send that tweet about anchor babies was even too raw for me
3,0,3,0,Offensive Language,i cuff no hoes
6,0,6,0,Offensive Language,i curved yo bitch your welcome
3,0,3,0,Offensive Language,i cut you out of my life for a reason you stupid bitch dont follow me on twitta
3,0,3,0,Offensive Language,i dare a bitch to key my truck
3,0,0,3,Neutral,i def got a few shades darker cutting my mama grass there goes my yellow frame lol
3,1,2,0,Offensive Language,i definitely cant fw a nigga that associates himself wit bitches i dont fw  tf you fuccing goofball
3,0,3,0,Offensive Language,i despise clichs you aint original bitch you are a copy deleted
3,0,3,0,Offensive Language,i did anything for my bitch now these hoes only get hard dick nbs
3,0,3,0,Offensive Language,i did everything but trust these hoes
9,0,9,0,Offensive Language,i did everything except trust these hoes
3,0,3,0,Offensive Language,i didnt go to school here rt  arizona full of ugly hoes rt  all my crushes ended up ugly after high school damn shame
3,0,3,0,Offensive Language,i didnt even get to see my baby today smh its all my moms fault selfish bitch
3,2,1,0,Hate Speech,i didnt forsake all other bitches for my wife to be getting fucked on by another nigga and you know she married you gotta die
3,0,2,1,Offensive Language,i didnt know my nig geazy had reached a million views on one of his songs haha thats crazy
3,0,3,0,Offensive Language,i didnt wanna see your hoe ass pictures anyways take care of your fuckin kids too
3,0,1,2,Neutral,i didnt buy any alcohol this weekend and only bought  fags proud that i still have  quid tbh
3,0,3,0,Offensive Language,i dnt let nobody borrow my shitamp i let my girlfriend got my sweats lol thas how u know she runnin shitu otha hoes cant get a sock from me
3,0,3,0,Offensive Language,i do alot of fucking girl but i dont fuck around i been in the same pussy since before migos came out
3,3,0,0,Hate Speech,i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i aint no mo human den a monkey
6,0,6,0,Offensive Language,i do know one thing though bitches they come they go
3,0,3,0,Offensive Language,i do the shit you bitches is too pussy to do
3,1,2,0,Offensive Language,i dog hoes not one but all hoes
3,0,0,3,Neutral,i dont talk trash regarding sports
3,0,3,0,Offensive Language,i dont  keep friends  they come  and go  dont fuck  with these bitches  fake all they know
3,0,3,0,Offensive Language,i dont be crying over stripper bitches that left me for dudes with money tho and singing about it
3,0,3,0,Offensive Language,i dont believe in that frenemies shit who wats to have a bitch like dat with u all the time
6,0,1,5,Neutral,i dont blame crash for not sharing with you  youll probably talk trash about it like you do food trucks geoffhatespuppies
3,0,3,0,Offensive Language,i dont buy pussy cuz its free bitch i buy lacs
3,0,3,0,Offensive Language,i dont care how hot a bitch is if her personality is shit shes shit
3,0,3,0,Offensive Language,i dont care how old i am when you put me in front of a bag of takis ill eat that bitch
3,1,2,0,Offensive Language,i dont care if youre gay yeent bout to me calling me bitch and fish and thinking shit is sweet i dont even like girls doing that
3,0,3,0,Offensive Language,i dont chase no bitches just chase my dreams
3,0,3,0,Offensive Language,i dont even play flappy bird anymore because fuck him
3,0,3,0,Offensive Language,i dont fck wit those luvv rt   whos pussy better then a crazy bitch apparently thots
3,1,2,0,Offensive Language,i dont feel like all black people are niggers but if youre black and youre being a nigger imma tell you idc
3,0,3,0,Offensive Language,"i dont focus on bitches bitches focus on me trenttruce 
photography by patrickos"
3,0,3,0,Offensive Language,i dont fuck wit bitches that listen to that edm shit for some reason them bitches be havin mad energy and i like to chill
3,0,2,1,Offensive Language,i dont fuck wit hoe niggas
3,0,3,0,Offensive Language,i dont fuck wit these bitches cuz they think they slick
6,2,4,0,Offensive Language,i dont fuck with these niggas cause they shady i dont fuck with these bitches all they want is to have my baby
3,1,2,0,Offensive Language,i dont fuck with you iffy bitchesniggas yall dont put fear in my heart yall bleed the same i do and breathe the same
3,0,3,0,Offensive Language,i dont get it im either a pussy or troll where is the room for the truth and or my opinions on my tl social media fucked up
6,0,5,1,Offensive Language,i dont get what standing on ya tip toes does for these pics these hoes be taking
3,1,2,0,Offensive Language,i dont get why bitches blame the hoe their man cheated on them withit was both their faulttheir boyfriend couldve said no
6,0,6,0,Offensive Language,i dont give a fuck about yo gal yo wifey or yo boo came here by myself bitch im tryna bone
3,0,3,0,Offensive Language,i dont glorify dis shit but bitch i am what i am and it is what it is
3,0,3,0,Offensive Language,i dont got no type bad bitches is the only thing that i iike
3,0,3,0,Offensive Language,i dont got that bad of a mouth do i fuck shit ass bitch cunt shooby de doo wop
3,0,3,0,Offensive Language,i dont have a wife she my bitch for the night if she was catching bodies then it might be alright
3,0,3,0,Offensive Language,i dont have an iphone so i have to manually ignore these hoes
6,2,4,0,Offensive Language,i dont have another face other than my bitch face
3,0,3,0,Offensive Language,"i dont have hoes 
its a myth"
3,0,3,0,Offensive Language,i dont have no type  bad bitches is the only thing i like
3,0,3,0,Offensive Language,i dont hit women but id slap tf out a bitch no close fisted business though thats some cowardly shit
3,1,2,0,Offensive Language,i dont hold feelings for my old flings i jus trade dem bitches in like my old range cap
3,0,3,0,Offensive Language,i dont kick it with fuck nights and bitches
3,0,3,0,Offensive Language,i dont know what hoe activities consist of bc i dont partake in them shit its so many i damn near cant tweet without being a hoe
3,0,1,2,Neutral,i dont know what you been told but i love them project hoes
3,0,0,3,Neutral,i dont know whats more stressful midterms or flappy birds
3,0,3,0,Offensive Language,i dont know why broads drunk dial meim sleep hoe
3,0,3,0,Offensive Language,i dont know maybe it is a good quote and a good way to feel but ive seen way too many petty lifedestroying bitches use that quote
3,0,3,0,Offensive Language,i dont like bat man though i fucked his bitch twice
3,0,3,0,Offensive Language,i dont like that bitch
6,0,6,0,Offensive Language,i dont like you bitch so  amp im having a party all weekend my momma going out of town
3,0,3,0,Offensive Language,i dont live for you hoes man
3,0,3,0,Offensive Language,i dont love my hoes i love a couple not all
3,0,3,0,Offensive Language,i dont love these bitches or these hoes fuck they thought i love my money
6,0,6,0,Offensive Language,i dont love you hoes
3,0,3,0,Offensive Language,i dont make music for niggas that dont get bitches
3,0,3,0,Offensive Language,i dont need no savin i need to get fucking high and get some pussy
3,0,3,0,Offensive Language,i dont owe you shit bitch leave me alone
3,0,0,3,Neutral,i dont own any onslaught on vinyl i may have to get one now their new lp is available in army green coloured vinyl
3,0,3,0,Offensive Language,i dont pity or hate faggots sexual mutations are necessary side effect of evolution but proliferation at  is a sign humans fucked up
3,0,3,0,Offensive Language,i dont put nothing pass nobody when it comes money n pussy
3,0,3,0,Offensive Language,i dont respect money  respect real niccas
3,1,2,0,Offensive Language,i dont talk to niccas i talk to god we can relate
3,1,2,0,Offensive Language,i dont trust no bitch  i dog em out
3,0,3,0,Offensive Language,i dont trust these bitches
3,0,3,0,Offensive Language,i dont understand how you can be such a bitch
3,0,3,0,Offensive Language,"i dont understand when people say yea my first time smoking i didnt get high 

cause damn that fuckin sucks bruh i was retarded high"
3,0,3,0,Offensive Language,i dont understand why they mad at her making a track that spoke volumes about you muthafuckas all the hoe amp bitch tracks about females
3,1,2,0,Offensive Language,i dont want a bitch that a nigga already had i want sumn new  or a runner its too easy nigga i accept the challenge
3,0,3,0,Offensive Language,i dont want a bitch thats erybody bitch
3,0,3,0,Offensive Language,i dont want me no good girl i fell inlove with these freak hoes
3,0,3,0,Offensive Language,i dont want no philly disease lol thot bitch
3,0,3,0,Offensive Language,i dont want no boof hoes or no burnt girls
3,0,3,0,Offensive Language,i dont want sex bitch i only want ya neck bitch lol
3,0,0,3,Neutral,i dont want to deal with yesterdays trash theres a reason it got thrown out in the first place
3,0,3,0,Offensive Language,i dont  rt  light skin bitches will have  unread texts amp still tweet nobody to talk to  you bitches is outta control
3,1,2,0,Offensive Language,i donated both of my very expensive prom dresses to teens who couldnt afford to buy one dont be a selfish bitch
3,0,0,3,Neutral,i done been to the top i done sipped the juice and with that being said bird crumbs will never do
3,1,2,0,Offensive Language,i done dun all kind of shit yall niccas just fills shit
3,0,3,0,Offensive Language,i done hit bout  threes out this bitch
3,0,3,0,Offensive Language,i done seen a lot of fake shit that bitch aint bad shes basic
3,2,1,0,Hate Speech,i dont even say nigga i say nigger im like chuck norris i say the nigger word without checking over my shoulder
9,1,8,0,Offensive Language,i dont fuck wit hoes or broke bitches
3,1,2,0,Offensive Language,i dont give a single shit who you are if you wear a suit and white cotton socks i am just going to assume you are functionally retarded
3,0,3,0,Offensive Language,i dont got no type bad bitches is the only thang that i like you aint got no life cups with the ice and we do this every night
3,0,3,0,Offensive Language,i dont hide bitch im high when im in public
3,0,3,0,Offensive Language,i dont kiss none of these hoes
6,1,5,0,Offensive Language,i dont know a niggah that could cover for me
3,1,2,0,Offensive Language,i dont love these hoes
3,0,2,1,Offensive Language,i dont mess with sneaky ppl nd they hoe intentions
